line_id,order_id,product_id,product_name,category,quantity,unit_price,line_total
808,309,26,Crop Stress Reducer,Climate-adapted products,1,233.62,233.62
809,310,25,Micro Elements Pack,Fertilizers,6,439.08,2634.48
810,310,28,Soil Moisture Sensor,Fertilizers,2,195.3,390.6
811,310,10,Soil PH Corrector,Fertilizers,9,209.25,1883.25
812,311,19,Salinity Control Product,Soil treatment,12,128.4,1540.8
813,311,26,Crop Stress Reducer,Climate-adapted products,10,233.62,2336.2
814,311,10,Soil PH Corrector,Fertilizers,4,209.25,837.0
815,312,25,Micro Elements Pack,Fertilizers,9,439.08,3951.72
816,312,7,Copper Fungicide,Soil treatment,4,109.29,437.16
817,312,24,Foliar Nutrition Mix,Pesticides,3,101.26,303.78
818,312,29,Climate Smart Pack,Seeds,1,88.41,88.41
819,313,21,Aphid Control Solution,Pesticides,1,122.98,122.98
820,313,27,Irrigation Filter Pack,Fungicides,6,169.8,1018.8
821,313,23,Seed Germination Booster,Irrigation products,1,440.06,440.06
822,314,14,Nitrogen Booster,Soil treatment,1,186.07,186.07
823,314,16,Vegetable Root Stimulator,Soil treatment,3,399.05,1197.15
824,315,29,Climate Smart Pack,Seeds,9,88.41,795.69
825,315,28,Soil Moisture Sensor,Fertilizers,7,195.3,1367.1
826,316,19,Salinity Control Product,Soil treatment,2,128.4,256.8
827,317,3,Tomato Seeds Premium,Irrigation products,11,89.76,987.36
828,317,19,Salinity Control Product,Soil treatment,3,128.4,385.2
829,317,2,Organic Compost Mix,Soil treatment,4,42.11,168.44
830,317,14,Nitrogen Booster,Soil treatment,5,186.07,930.35
831,318,23,Seed Germination Booster,Irrigation products,6,440.06,2640.36
832,318,27,Irrigation Filter Pack,Fungicides,8,169.8,1358.4
833,318,24,Foliar Nutrition Mix,Pesticides,5,101.26,506.3
834,318,11,Drought Shield Bio,Fungicides,4,99.86,399.44
835,319,5,Olive Tree Nutrient Pack,Irrigation products,2,434.59,869.18
836,320,4,Wheat Seeds Resistant,Seeds,4,222.64,890.56
837,320,18,Palm Tree Fertilizer,Fungicides,8,215.47,1723.76
838,320,12,Humidity Control Spray,Fungicides,5,210.12,1050.6
839,320,25,Micro Elements Pack,Fertilizers,8,439.08,3512.64
840,321,27,Irrigation Filter Pack,Fungicides,1,169.8,169.8
841,321,23,Seed Germination Booster,Irrigation products,4,440.06,1760.24
842,321,20,Greenhouse Pest Control,Fungicides,6,448.57,2691.42
843,322,13,Potassium Booster,Fertilizers,11,143.54,1578.94
844,322,17,Cereal Yield Enhancer,Soil treatment,5,197.73,988.65
845,322,2,Organic Compost Mix,Soil treatment,5,42.11,210.55
846,323,18,Palm Tree Fertilizer,Fungicides,8,215.47,1723.76
847,323,24,Foliar Nutrition Mix,Pesticides,2,101.26,202.52
848,323,8,Drip Irrigation Kit,Irrigation products,3,367.35,1102.05
849,323,4,Wheat Seeds Resistant,Seeds,2,222.64,445.28
850,324,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
851,324,7,Copper Fungicide,Soil treatment,6,109.29,655.74
852,325,1,NPK Fertilizer 20-20-20,Fertilizers,2,449.96,899.92
853,326,3,Tomato Seeds Premium,Irrigation products,6,89.76,538.56
854,326,29,Climate Smart Pack,Seeds,2,88.41,176.82
855,327,27,Irrigation Filter Pack,Fungicides,1,169.8,169.8
856,327,24,Foliar Nutrition Mix,Pesticides,7,101.26,708.82
857,327,13,Potassium Booster,Fertilizers,11,143.54,1578.94
858,327,16,Vegetable Root Stimulator,Soil treatment,7,399.05,2793.35
859,328,9,Water Retention Granules,Pesticides,3,54.31,162.93
860,328,15,Citrus Growth Formula,Seeds,1,175.8,175.8
861,329,16,Vegetable Root Stimulator,Soil treatment,9,399.05,3591.45
862,329,14,Nitrogen Booster,Soil treatment,8,186.07,1488.56
863,329,29,Climate Smart Pack,Seeds,1,88.41,88.41
864,330,7,Copper Fungicide,Soil treatment,9,109.29,983.61
865,330,21,Aphid Control Solution,Pesticides,4,122.98,491.92
866,330,29,Climate Smart Pack,Seeds,11,88.41,972.51
867,330,26,Crop Stress Reducer,Climate-adapted products,9,233.62,2102.58
868,331,16,Vegetable Root Stimulator,Soil treatment,8,399.05,3192.4
869,331,18,Palm Tree Fertilizer,Fungicides,6,215.47,1292.82
870,331,26,Crop Stress Reducer,Climate-adapted products,10,233.62,2336.2
871,332,1,NPK Fertilizer 20-20-20,Fertilizers,10,449.96,4499.6
872,332,11,Drought Shield Bio,Fungicides,4,99.86,399.44
873,333,17,Cereal Yield Enhancer,Soil treatment,4,197.73,790.92
874,333,12,Humidity Control Spray,Fungicides,3,210.12,630.36
875,333,25,Micro Elements Pack,Fertilizers,2,439.08,878.16
876,333,19,Salinity Control Product,Soil treatment,4,128.4,513.6
877,334,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
878,335,6,Anti-Fungal Treatment,Fertilizers,10,270.94,2709.4
879,335,8,Drip Irrigation Kit,Irrigation products,6,367.35,2204.1
880,336,19,Salinity Control Product,Soil treatment,8,128.4,1027.2
881,336,5,Olive Tree Nutrient Pack,Irrigation products,9,434.59,3911.31
882,336,7,Copper Fungicide,Soil treatment,5,109.29,546.45
883,337,8,Drip Irrigation Kit,Irrigation products,10,367.35,3673.5
884,338,11,Drought Shield Bio,Fungicides,10,99.86,998.6
885,339,30,Bio Stimulant Plus,Climate-adapted products,6,201.87,1211.22
886,339,26,Crop Stress Reducer,Climate-adapted products,1,233.62,233.62
887,340,25,Micro Elements Pack,Fertilizers,9,439.08,3951.72
888,340,4,Wheat Seeds Resistant,Seeds,6,222.64,1335.84
889,341,19,Salinity Control Product,Soil treatment,6,128.4,770.4
890,341,4,Wheat Seeds Resistant,Seeds,3,222.64,667.92
891,341,11,Drought Shield Bio,Fungicides,3,99.86,299.58
892,341,10,Soil PH Corrector,Fertilizers,12,209.25,2511.0
893,342,6,Anti-Fungal Treatment,Fertilizers,12,270.94,3251.28
894,342,23,Seed Germination Booster,Irrigation products,10,440.06,4400.6
895,342,18,Palm Tree Fertilizer,Fungicides,6,215.47,1292.82
896,343,13,Potassium Booster,Fertilizers,12,143.54,1722.48
897,343,10,Soil PH Corrector,Fertilizers,12,209.25,2511.0
898,344,23,Seed Germination Booster,Irrigation products,10,440.06,4400.6
899,345,30,Bio Stimulant Plus,Climate-adapted products,4,201.87,807.48
900,345,26,Crop Stress Reducer,Climate-adapted products,11,233.62,2569.82
901,345,20,Greenhouse Pest Control,Fungicides,10,448.57,4485.7
902,346,8,Drip Irrigation Kit,Irrigation products,6,367.35,2204.1
903,347,27,Irrigation Filter Pack,Fungicides,12,169.8,2037.6
904,348,8,Drip Irrigation Kit,Irrigation products,2,367.35,734.7
905,348,23,Seed Germination Booster,Irrigation products,6,440.06,2640.36
906,349,13,Potassium Booster,Fertilizers,8,143.54,1148.32
907,350,29,Climate Smart Pack,Seeds,7,88.41,618.87
908,350,13,Potassium Booster,Fertilizers,2,143.54,287.08
909,350,12,Humidity Control Spray,Fungicides,8,210.12,1680.96
910,350,18,Palm Tree Fertilizer,Fungicides,10,215.47,2154.7
911,351,10,Soil PH Corrector,Fertilizers,1,209.25,209.25
912,352,11,Drought Shield Bio,Fungicides,3,99.86,299.58
913,353,11,Drought Shield Bio,Fungicides,10,99.86,998.6
914,354,21,Aphid Control Solution,Pesticides,7,122.98,860.86
915,354,6,Anti-Fungal Treatment,Fertilizers,3,270.94,812.82
916,354,20,Greenhouse Pest Control,Fungicides,1,448.57,448.57
917,354,29,Climate Smart Pack,Seeds,2,88.41,176.82
918,355,23,Seed Germination Booster,Irrigation products,12,440.06,5280.72
919,355,18,Palm Tree Fertilizer,Fungicides,9,215.47,1939.23
920,355,24,Foliar Nutrition Mix,Pesticides,5,101.26,506.3
921,355,30,Bio Stimulant Plus,Climate-adapted products,11,201.87,2220.57
922,356,13,Potassium Booster,Fertilizers,10,143.54,1435.4
923,357,1,NPK Fertilizer 20-20-20,Fertilizers,5,449.96,2249.8
924,357,14,Nitrogen Booster,Soil treatment,11,186.07,2046.77
925,357,3,Tomato Seeds Premium,Irrigation products,11,89.76,987.36
926,358,7,Copper Fungicide,Soil treatment,3,109.29,327.87
927,359,10,Soil PH Corrector,Fertilizers,7,209.25,1464.75
928,360,3,Tomato Seeds Premium,Irrigation products,7,89.76,628.32
929,360,21,Aphid Control Solution,Pesticides,3,122.98,368.94
930,360,18,Palm Tree Fertilizer,Fungicides,6,215.47,1292.82
931,361,9,Water Retention Granules,Pesticides,8,54.31,434.48
932,362,19,Salinity Control Product,Soil treatment,12,128.4,1540.8
933,362,2,Organic Compost Mix,Soil treatment,11,42.11,463.21
934,362,5,Olive Tree Nutrient Pack,Irrigation products,2,434.59,869.18
935,363,25,Micro Elements Pack,Fertilizers,1,439.08,439.08
936,363,19,Salinity Control Product,Soil treatment,7,128.4,898.8
937,363,8,Drip Irrigation Kit,Irrigation products,9,367.35,3306.15
938,363,18,Palm Tree Fertilizer,Fungicides,7,215.47,1508.29
939,364,19,Salinity Control Product,Soil treatment,5,128.4,642.0
940,364,29,Climate Smart Pack,Seeds,2,88.41,176.82
941,364,8,Drip Irrigation Kit,Irrigation products,7,367.35,2571.45
942,364,16,Vegetable Root Stimulator,Soil treatment,12,399.05,4788.6
943,365,4,Wheat Seeds Resistant,Seeds,8,222.64,1781.12
944,365,25,Micro Elements Pack,Fertilizers,3,439.08,1317.24
945,366,2,Organic Compost Mix,Soil treatment,2,42.11,84.22
946,366,14,Nitrogen Booster,Soil treatment,11,186.07,2046.77
947,367,27,Irrigation Filter Pack,Fungicides,5,169.8,849.0
948,367,20,Greenhouse Pest Control,Fungicides,6,448.57,2691.42
949,368,18,Palm Tree Fertilizer,Fungicides,9,215.47,1939.23
950,368,11,Drought Shield Bio,Fungicides,8,99.86,798.88
951,368,28,Soil Moisture Sensor,Fertilizers,1,195.3,195.3
952,368,9,Water Retention Granules,Pesticides,12,54.31,651.72
953,369,4,Wheat Seeds Resistant,Seeds,10,222.64,2226.4
954,369,14,Nitrogen Booster,Soil treatment,10,186.07,1860.7
955,369,5,Olive Tree Nutrient Pack,Irrigation products,2,434.59,869.18
956,369,19,Salinity Control Product,Soil treatment,2,128.4,256.8
957,370,29,Climate Smart Pack,Seeds,7,88.41,618.87
958,370,14,Nitrogen Booster,Soil treatment,11,186.07,2046.77
959,370,9,Water Retention Granules,Pesticides,8,54.31,434.48
960,371,9,Water Retention Granules,Pesticides,3,54.31,162.93
961,371,13,Potassium Booster,Fertilizers,10,143.54,1435.4
962,372,13,Potassium Booster,Fertilizers,6,143.54,861.24
963,373,29,Climate Smart Pack,Seeds,6,88.41,530.46
964,373,12,Humidity Control Spray,Fungicides,5,210.12,1050.6
965,373,1,NPK Fertilizer 20-20-20,Fertilizers,5,449.96,2249.8
966,374,28,Soil Moisture Sensor,Fertilizers,4,195.3,781.2
967,375,25,Micro Elements Pack,Fertilizers,12,439.08,5268.96
968,375,27,Irrigation Filter Pack,Fungicides,7,169.8,1188.6
969,375,11,Drought Shield Bio,Fungicides,10,99.86,998.6
970,375,9,Water Retention Granules,Pesticides,11,54.31,597.41
971,376,24,Foliar Nutrition Mix,Pesticides,6,101.26,607.56
972,376,16,Vegetable Root Stimulator,Soil treatment,1,399.05,399.05
973,376,25,Micro Elements Pack,Fertilizers,9,439.08,3951.72
974,376,17,Cereal Yield Enhancer,Soil treatment,3,197.73,593.19
975,377,5,Olive Tree Nutrient Pack,Irrigation products,10,434.59,4345.9
976,377,25,Micro Elements Pack,Fertilizers,1,439.08,439.08
977,377,28,Soil Moisture Sensor,Fertilizers,3,195.3,585.9
978,377,17,Cereal Yield Enhancer,Soil treatment,4,197.73,790.92
979,378,2,Organic Compost Mix,Soil treatment,4,42.11,168.44
980,378,30,Bio Stimulant Plus,Climate-adapted products,5,201.87,1009.35
981,378,12,Humidity Control Spray,Fungicides,6,210.12,1260.72
982,378,23,Seed Germination Booster,Irrigation products,8,440.06,3520.48
983,379,22,Mildew Protection Spray,Climate-adapted products,1,318.32,318.32
984,380,6,Anti-Fungal Treatment,Fertilizers,9,270.94,2438.46
985,380,28,Soil Moisture Sensor,Fertilizers,6,195.3,1171.8
986,380,16,Vegetable Root Stimulator,Soil treatment,6,399.05,2394.3
987,380,19,Salinity Control Product,Soil treatment,3,128.4,385.2
988,381,13,Potassium Booster,Fertilizers,1,143.54,143.54
989,382,28,Soil Moisture Sensor,Fertilizers,11,195.3,2148.3
990,382,8,Drip Irrigation Kit,Irrigation products,4,367.35,1469.4
991,383,28,Soil Moisture Sensor,Fertilizers,11,195.3,2148.3
992,384,20,Greenhouse Pest Control,Fungicides,1,448.57,448.57
993,384,26,Crop Stress Reducer,Climate-adapted products,4,233.62,934.48
994,385,23,Seed Germination Booster,Irrigation products,7,440.06,3080.42
995,385,21,Aphid Control Solution,Pesticides,7,122.98,860.86
996,385,9,Water Retention Granules,Pesticides,6,54.31,325.86
997,386,22,Mildew Protection Spray,Climate-adapted products,10,318.32,3183.2
998,386,17,Cereal Yield Enhancer,Soil treatment,7,197.73,1384.11
999,386,27,Irrigation Filter Pack,Fungicides,10,169.8,1698.0
1000,387,18,Palm Tree Fertilizer,Fungicides,10,215.47,2154.7
1001,387,21,Aphid Control Solution,Pesticides,5,122.98,614.9
1002,387,20,Greenhouse Pest Control,Fungicides,5,448.57,2242.85
1003,388,21,Aphid Control Solution,Pesticides,5,122.98,614.9
1004,388,11,Drought Shield Bio,Fungicides,5,99.86,499.3
1005,388,28,Soil Moisture Sensor,Fertilizers,11,195.3,2148.3
1006,389,29,Climate Smart Pack,Seeds,10,88.41,884.1
1007,389,2,Organic Compost Mix,Soil treatment,7,42.11,294.77
1008,390,21,Aphid Control Solution,Pesticides,8,122.98,983.84
1009,391,13,Potassium Booster,Fertilizers,12,143.54,1722.48
1010,391,24,Foliar Nutrition Mix,Pesticides,10,101.26,1012.6
1011,391,2,Organic Compost Mix,Soil treatment,4,42.11,168.44
1012,391,19,Salinity Control Product,Soil treatment,6,128.4,770.4
1013,392,30,Bio Stimulant Plus,Climate-adapted products,5,201.87,1009.35
1014,392,22,Mildew Protection Spray,Climate-adapted products,3,318.32,954.96
1015,392,12,Humidity Control Spray,Fungicides,11,210.12,2311.32
1016,392,17,Cereal Yield Enhancer,Soil treatment,9,197.73,1779.57
1017,393,24,Foliar Nutrition Mix,Pesticides,12,101.26,1215.12
1018,393,9,Water Retention Granules,Pesticides,9,54.31,488.79
1019,394,8,Drip Irrigation Kit,Irrigation products,6,367.35,2204.1
1020,395,12,Humidity Control Spray,Fungicides,5,210.12,1050.6
1021,395,9,Water Retention Granules,Pesticides,8,54.31,434.48
1022,395,19,Salinity Control Product,Soil treatment,2,128.4,256.8
1023,396,16,Vegetable Root Stimulator,Soil treatment,4,399.05,1596.2
1024,397,17,Cereal Yield Enhancer,Soil treatment,3,197.73,593.19
1025,397,10,Soil PH Corrector,Fertilizers,3,209.25,627.75
1026,397,14,Nitrogen Booster,Soil treatment,4,186.07,744.28
1027,397,2,Organic Compost Mix,Soil treatment,6,42.11,252.66
1028,398,5,Olive Tree Nutrient Pack,Irrigation products,3,434.59,1303.77
1029,398,11,Drought Shield Bio,Fungicides,2,99.86,199.72
1030,398,28,Soil Moisture Sensor,Fertilizers,8,195.3,1562.4
1031,398,23,Seed Germination Booster,Irrigation products,6,440.06,2640.36
1032,399,15,Citrus Growth Formula,Seeds,5,175.8,879.0
1033,400,16,Vegetable Root Stimulator,Soil treatment,2,399.05,798.1
1034,400,26,Crop Stress Reducer,Climate-adapted products,3,233.62,700.86
1035,401,14,Nitrogen Booster,Soil treatment,1,186.07,186.07
1036,401,16,Vegetable Root Stimulator,Soil treatment,9,399.05,3591.45
1037,401,13,Potassium Booster,Fertilizers,4,143.54,574.16
1038,401,1,NPK Fertilizer 20-20-20,Fertilizers,12,449.96,5399.52
1039,402,1,NPK Fertilizer 20-20-20,Fertilizers,1,449.96,449.96
1040,402,22,Mildew Protection Spray,Climate-adapted products,11,318.32,3501.52
1041,403,10,Soil PH Corrector,Fertilizers,7,209.25,1464.75
1042,403,5,Olive Tree Nutrient Pack,Irrigation products,9,434.59,3911.31
1043,403,4,Wheat Seeds Resistant,Seeds,10,222.64,2226.4
1044,404,10,Soil PH Corrector,Fertilizers,5,209.25,1046.25
1045,405,14,Nitrogen Booster,Soil treatment,3,186.07,558.21
1046,405,29,Climate Smart Pack,Seeds,6,88.41,530.46
1047,405,22,Mildew Protection Spray,Climate-adapted products,8,318.32,2546.56
1048,406,1,NPK Fertilizer 20-20-20,Fertilizers,4,449.96,1799.84
1049,406,8,Drip Irrigation Kit,Irrigation products,12,367.35,4408.2
1050,406,24,Foliar Nutrition Mix,Pesticides,1,101.26,101.26
1051,406,5,Olive Tree Nutrient Pack,Irrigation products,10,434.59,4345.9
1052,407,13,Potassium Booster,Fertilizers,11,143.54,1578.94
1053,408,22,Mildew Protection Spray,Climate-adapted products,2,318.32,636.64
1054,409,15,Citrus Growth Formula,Seeds,5,175.8,879.0
1055,409,13,Potassium Booster,Fertilizers,8,143.54,1148.32
1056,409,4,Wheat Seeds Resistant,Seeds,12,222.64,2671.68
1057,409,18,Palm Tree Fertilizer,Fungicides,3,215.47,646.41
1058,410,10,Soil PH Corrector,Fertilizers,7,209.25,1464.75
1059,411,14,Nitrogen Booster,Soil treatment,2,186.07,372.14
1060,411,27,Irrigation Filter Pack,Fungicides,9,169.8,1528.2
1061,412,16,Vegetable Root Stimulator,Soil treatment,4,399.05,1596.2
1062,413,12,Humidity Control Spray,Fungicides,7,210.12,1470.84
1063,413,23,Seed Germination Booster,Irrigation products,5,440.06,2200.3
1064,414,23,Seed Germination Booster,Irrigation products,8,440.06,3520.48
1065,414,30,Bio Stimulant Plus,Climate-adapted products,6,201.87,1211.22
1066,415,30,Bio Stimulant Plus,Climate-adapted products,2,201.87,403.74
1067,416,25,Micro Elements Pack,Fertilizers,9,439.08,3951.72
1068,417,15,Citrus Growth Formula,Seeds,5,175.8,879.0
1069,417,10,Soil PH Corrector,Fertilizers,8,209.25,1674.0
1070,418,28,Soil Moisture Sensor,Fertilizers,5,195.3,976.5
1071,419,4,Wheat Seeds Resistant,Seeds,1,222.64,222.64
1072,420,11,Drought Shield Bio,Fungicides,8,99.86,798.88
1073,420,12,Humidity Control Spray,Fungicides,10,210.12,2101.2
1074,421,6,Anti-Fungal Treatment,Fertilizers,7,270.94,1896.58
1075,421,4,Wheat Seeds Resistant,Seeds,8,222.64,1781.12
1076,421,13,Potassium Booster,Fertilizers,5,143.54,717.7
1077,422,21,Aphid Control Solution,Pesticides,2,122.98,245.96
1078,422,29,Climate Smart Pack,Seeds,3,88.41,265.23
1079,422,26,Crop Stress Reducer,Climate-adapted products,12,233.62,2803.44
1080,422,6,Anti-Fungal Treatment,Fertilizers,12,270.94,3251.28
1081,423,26,Crop Stress Reducer,Climate-adapted products,3,233.62,700.86
1082,423,19,Salinity Control Product,Soil treatment,10,128.4,1284.0
1083,423,22,Mildew Protection Spray,Climate-adapted products,7,318.32,2228.24
1084,423,15,Citrus Growth Formula,Seeds,6,175.8,1054.8
1085,424,16,Vegetable Root Stimulator,Soil treatment,8,399.05,3192.4
1086,424,30,Bio Stimulant Plus,Climate-adapted products,2,201.87,403.74
1087,425,21,Aphid Control Solution,Pesticides,12,122.98,1475.76
1088,425,11,Drought Shield Bio,Fungicides,11,99.86,1098.46
1089,425,1,NPK Fertilizer 20-20-20,Fertilizers,9,449.96,4049.64
1090,426,17,Cereal Yield Enhancer,Soil treatment,2,197.73,395.46
1091,426,23,Seed Germination Booster,Irrigation products,7,440.06,3080.42
1092,426,20,Greenhouse Pest Control,Fungicides,11,448.57,4934.27
1093,427,5,Olive Tree Nutrient Pack,Irrigation products,10,434.59,4345.9
1094,427,27,Irrigation Filter Pack,Fungicides,1,169.8,169.8
1095,427,18,Palm Tree Fertilizer,Fungicides,1,215.47,215.47
1096,427,29,Climate Smart Pack,Seeds,11,88.41,972.51
1097,428,28,Soil Moisture Sensor,Fertilizers,8,195.3,1562.4
1098,428,6,Anti-Fungal Treatment,Fertilizers,6,270.94,1625.64
1099,428,3,Tomato Seeds Premium,Irrigation products,4,89.76,359.04
1100,428,25,Micro Elements Pack,Fertilizers,6,439.08,2634.48
1101,429,13,Potassium Booster,Fertilizers,8,143.54,1148.32
1102,429,27,Irrigation Filter Pack,Fungicides,8,169.8,1358.4
1103,429,8,Drip Irrigation Kit,Irrigation products,10,367.35,3673.5
1104,429,3,Tomato Seeds Premium,Irrigation products,8,89.76,718.08
1105,430,16,Vegetable Root Stimulator,Soil treatment,12,399.05,4788.6
1106,431,18,Palm Tree Fertilizer,Fungicides,9,215.47,1939.23
1107,432,29,Climate Smart Pack,Seeds,4,88.41,353.64
1108,432,17,Cereal Yield Enhancer,Soil treatment,11,197.73,2175.03
1109,432,18,Palm Tree Fertilizer,Fungicides,11,215.47,2370.17
1110,433,27,Irrigation Filter Pack,Fungicides,4,169.8,679.2
1111,434,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
1112,434,22,Mildew Protection Spray,Climate-adapted products,2,318.32,636.64
1113,434,12,Humidity Control Spray,Fungicides,11,210.12,2311.32
1114,434,15,Citrus Growth Formula,Seeds,4,175.8,703.2
1115,435,18,Palm Tree Fertilizer,Fungicides,12,215.47,2585.64
1116,435,17,Cereal Yield Enhancer,Soil treatment,2,197.73,395.46
1117,435,12,Humidity Control Spray,Fungicides,1,210.12,210.12
1118,436,4,Wheat Seeds Resistant,Seeds,4,222.64,890.56
1119,436,9,Water Retention Granules,Pesticides,2,54.31,108.62
1120,436,20,Greenhouse Pest Control,Fungicides,7,448.57,3139.99
1121,436,7,Copper Fungicide,Soil treatment,4,109.29,437.16
1122,437,25,Micro Elements Pack,Fertilizers,7,439.08,3073.56
1123,438,25,Micro Elements Pack,Fertilizers,8,439.08,3512.64
1124,439,16,Vegetable Root Stimulator,Soil treatment,9,399.05,3591.45
1125,439,1,NPK Fertilizer 20-20-20,Fertilizers,12,449.96,5399.52
1126,440,30,Bio Stimulant Plus,Climate-adapted products,12,201.87,2422.44
1127,440,17,Cereal Yield Enhancer,Soil treatment,10,197.73,1977.3
1128,440,25,Micro Elements Pack,Fertilizers,3,439.08,1317.24
1129,440,6,Anti-Fungal Treatment,Fertilizers,12,270.94,3251.28
1130,441,17,Cereal Yield Enhancer,Soil treatment,7,197.73,1384.11
1131,441,29,Climate Smart Pack,Seeds,10,88.41,884.1
1132,441,13,Potassium Booster,Fertilizers,12,143.54,1722.48
1133,442,10,Soil PH Corrector,Fertilizers,3,209.25,627.75
1134,442,15,Citrus Growth Formula,Seeds,3,175.8,527.4
1135,442,26,Crop Stress Reducer,Climate-adapted products,7,233.62,1635.34
1136,443,27,Irrigation Filter Pack,Fungicides,6,169.8,1018.8
1137,443,23,Seed Germination Booster,Irrigation products,12,440.06,5280.72
1138,443,18,Palm Tree Fertilizer,Fungicides,12,215.47,2585.64
1139,444,20,Greenhouse Pest Control,Fungicides,5,448.57,2242.85
1140,444,23,Seed Germination Booster,Irrigation products,11,440.06,4840.66
1141,445,17,Cereal Yield Enhancer,Soil treatment,12,197.73,2372.76
1142,445,18,Palm Tree Fertilizer,Fungicides,11,215.47,2370.17
1143,446,18,Palm Tree Fertilizer,Fungicides,10,215.47,2154.7
1144,446,16,Vegetable Root Stimulator,Soil treatment,11,399.05,4389.55
1145,446,19,Salinity Control Product,Soil treatment,12,128.4,1540.8
1146,447,29,Climate Smart Pack,Seeds,1,88.41,88.41
1147,447,28,Soil Moisture Sensor,Fertilizers,9,195.3,1757.7
1148,447,14,Nitrogen Booster,Soil treatment,2,186.07,372.14
1149,448,7,Copper Fungicide,Soil treatment,5,109.29,546.45
1150,449,27,Irrigation Filter Pack,Fungicides,12,169.8,2037.6
1151,449,2,Organic Compost Mix,Soil treatment,5,42.11,210.55
1152,450,4,Wheat Seeds Resistant,Seeds,12,222.64,2671.68
1153,450,20,Greenhouse Pest Control,Fungicides,9,448.57,4037.13
1154,450,28,Soil Moisture Sensor,Fertilizers,4,195.3,781.2
1155,450,22,Mildew Protection Spray,Climate-adapted products,12,318.32,3819.84
1156,451,23,Seed Germination Booster,Irrigation products,7,440.06,3080.42
1157,451,22,Mildew Protection Spray,Climate-adapted products,7,318.32,2228.24
1158,451,2,Organic Compost Mix,Soil treatment,7,42.11,294.77
1159,452,7,Copper Fungicide,Soil treatment,8,109.29,874.32
1160,452,20,Greenhouse Pest Control,Fungicides,4,448.57,1794.28
1161,452,28,Soil Moisture Sensor,Fertilizers,11,195.3,2148.3
1162,453,25,Micro Elements Pack,Fertilizers,4,439.08,1756.32
1163,453,24,Foliar Nutrition Mix,Pesticides,5,101.26,506.3
1164,454,6,Anti-Fungal Treatment,Fertilizers,3,270.94,812.82
1165,455,9,Water Retention Granules,Pesticides,10,54.31,543.1
1166,455,18,Palm Tree Fertilizer,Fungicides,5,215.47,1077.35
1167,455,5,Olive Tree Nutrient Pack,Irrigation products,1,434.59,434.59
1168,455,6,Anti-Fungal Treatment,Fertilizers,6,270.94,1625.64
1169,456,5,Olive Tree Nutrient Pack,Irrigation products,6,434.59,2607.54
1170,457,16,Vegetable Root Stimulator,Soil treatment,9,399.05,3591.45
1171,457,26,Crop Stress Reducer,Climate-adapted products,6,233.62,1401.72
1172,457,19,Salinity Control Product,Soil treatment,2,128.4,256.8
1173,458,17,Cereal Yield Enhancer,Soil treatment,9,197.73,1779.57
1174,458,3,Tomato Seeds Premium,Irrigation products,3,89.76,269.28
1175,459,12,Humidity Control Spray,Fungicides,4,210.12,840.48
1176,460,10,Soil PH Corrector,Fertilizers,10,209.25,2092.5
1177,460,7,Copper Fungicide,Soil treatment,9,109.29,983.61
1178,460,25,Micro Elements Pack,Fertilizers,8,439.08,3512.64
1179,461,15,Citrus Growth Formula,Seeds,11,175.8,1933.8
1180,461,8,Drip Irrigation Kit,Irrigation products,10,367.35,3673.5
1181,461,29,Climate Smart Pack,Seeds,10,88.41,884.1
1182,462,13,Potassium Booster,Fertilizers,2,143.54,287.08
1183,462,30,Bio Stimulant Plus,Climate-adapted products,7,201.87,1413.09
1184,462,26,Crop Stress Reducer,Climate-adapted products,5,233.62,1168.1
1185,463,17,Cereal Yield Enhancer,Soil treatment,8,197.73,1581.84
1186,463,26,Crop Stress Reducer,Climate-adapted products,1,233.62,233.62
1187,463,15,Citrus Growth Formula,Seeds,5,175.8,879.0
1188,464,6,Anti-Fungal Treatment,Fertilizers,9,270.94,2438.46
1189,465,22,Mildew Protection Spray,Climate-adapted products,4,318.32,1273.28
1190,465,21,Aphid Control Solution,Pesticides,11,122.98,1352.78
1191,466,21,Aphid Control Solution,Pesticides,11,122.98,1352.78
1192,466,27,Irrigation Filter Pack,Fungicides,3,169.8,509.4
1193,466,3,Tomato Seeds Premium,Irrigation products,1,89.76,89.76
1194,466,24,Foliar Nutrition Mix,Pesticides,8,101.26,810.08
1195,467,6,Anti-Fungal Treatment,Fertilizers,5,270.94,1354.7
1196,468,30,Bio Stimulant Plus,Climate-adapted products,7,201.87,1413.09
1197,468,9,Water Retention Granules,Pesticides,7,54.31,380.17
1198,469,1,NPK Fertilizer 20-20-20,Fertilizers,2,449.96,899.92
1199,469,13,Potassium Booster,Fertilizers,9,143.54,1291.86
1200,469,22,Mildew Protection Spray,Climate-adapted products,1,318.32,318.32
1201,470,23,Seed Germination Booster,Irrigation products,2,440.06,880.12
1202,471,20,Greenhouse Pest Control,Fungicides,8,448.57,3588.56
1203,471,3,Tomato Seeds Premium,Irrigation products,7,89.76,628.32
1204,471,10,Soil PH Corrector,Fertilizers,7,209.25,1464.75
1205,472,5,Olive Tree Nutrient Pack,Irrigation products,7,434.59,3042.13
